time,h_s,h_max,t_p
2025-03-06T15:30:00,0.293,0.445,16.384
2025-03-06T16:00:00,0.305,0.408,16.384
2025-03-06T16:30:00,0.333,0.447,16.384
2025-03-06T17:00:00,0.332,0.616,16.384
2025-03-06T17:30:00,0.335,0.523,16.384
2025-03-06T18:00:00,0.352,0.495,16.384
2025-03-06T18:30:00,0.343,0.492,16.384
2025-03-06T19:00:00,0.352,0.529,16.384
2025-03-06T19:30:00,0.373,0.579,14.895
2025-03-06T20:00:00,0.352,0.536,14.895
2025-03-06T20:30:00,0.373,0.606,14.895
2025-03-06T21:00:00,0.346,0.528,16.384
2025-03-06T21:30:00,0.349,0.621,14.895
2025-03-06T22:00:00,0.373,0.594,14.895
2025-03-06T22:30:00,0.351,0.519,16.384
2025-03-06T23:00:00,0.354,0.583,16.384
2025-03-06T23:30:00,0.355,0.456,16.384
2025-03-07T00:00:00,0.366,0.551,16.384
2025-03-07T00:30:00,0.355,0.571,14.895
2025-03-07T01:00:00,0.352,0.462,14.895
2025-03-07T01:30:00,0.321,0.519,14.895
2025-03-07T02:00:00,0.352,0.57,14.895
2025-03-07T02:30:00,0.365,0.695,14.895
2025-03-07T03:00:00,0.326,0.543,14.895
2025-03-07T03:30:00,0.366,0.521,14.895
2025-03-07T04:00:00,0.38,0.562,14.895
2025-03-07T04:30:00,0.376,0.559,14.895
2025-03-07T05:00:00,0.382,0.572,14.895
2025-03-07T05:30:00,0.38,0.586,14.895
2025-03-07T06:00:00,0.362,0.573,14.895
2025-03-07T06:30:00,0.332,0.521,14.895
2025-03-07T07:00:00,0.362,0.54,14.895
2025-03-07T07:30:00,0.39,0.574,13.653
2025-03-07T08:00:00,0.413,0.628,13.653
2025-03-07T08:30:00,0.381,0.548,13.653
2025-03-07T09:00:00,0.362,0.64,13.653
2025-03-07T09:30:00,0.383,0.642,13.653
2025-03-07T10:00:00,0.371,0.562,13.653
2025-03-07T10:30:00,0.386,0.574,13.653
2025-03-07T11:00:00,0.405,0.611,13.653
2025-03-07T11:30:00,0.399,0.684,13.653
2025-03-07T12:00:00,0.458,0.634,13.653
2025-03-07T12:30:00,0.457,0.677,13.653
2025-03-07T13:00:00,0.475,0.844,14.895
2025-03-07T13:30:00,0.454,0.707,13.653
2025-03-07T14:00:00,0.473,0.686,13.653
2025-03-07T14:30:00,0.448,0.675,13.653
2025-03-07T15:00:00,0.438,0.788,13.653
2025-03-07T15:30:00,0.41,0.713,13.653
2025-03-07T16:00:00,0.389,0.643,14.895
2025-03-07T16:30:00,0.391,0.629,11.703
2025-03-07T17:00:00,0.374,0.586,13.653
2025-03-07T17:30:00,0.392,0.688,13.653
2025-03-07T18:00:00,0.512,0.984,13.653
2025-03-07T18:30:00,0.634,1.178,13.653
2025-03-07T19:00:00,0.477,0.706,13.653
2025-03-07T19:30:00,0.391,0.652,14.895
2025-03-07T20:00:00,0.413,0.666,14.895
2025-03-07T20:30:00,0.4,0.776,12.603
2025-03-07T21:00:00,0.35,0.509,14.895
2025-03-07T21:30:00,0.396,0.57,13.653
2025-03-07T22:00:00,0.408,0.629,13.653
2025-03-07T22:30:00,0.591,1.001,13.653
2025-03-07T23:00:00,0.584,0.84,13.653
2025-03-07T23:30:00,0.492,0.916,13.653
2025-03-08T00:00:00,0.414,0.661,13.653
2025-03-08T00:30:00,0.394,0.7,13.653
2025-03-08T01:00:00,0.411,0.638,13.653
2025-03-08T01:30:00,0.428,0.705,13.653
2025-03-08T02:00:00,0.448,0.739,13.653
2025-03-08T02:30:00,0.544,0.888,2.445
2025-03-08T03:00:00,0.61,1.033,2.601
2025-03-08T03:30:00,0.55,0.915,2.185
2025-03-08T04:00:00,0.469,0.766,13.653
2025-03-08T04:30:00,0.402,0.584,13.653
2025-03-08T05:00:00,0.363,0.529,11.703
2025-03-08T05:30:00,0.379,0.605,11.703
2025-03-08T06:00:00,0.35,0.495,12.603
2025-03-08T06:30:00,0.363,0.598,11.703
2025-03-08T07:00:00,0.344,0.565,11.703
2025-03-08T07:30:00,0.304,0.459,11.703
2025-03-08T08:00:00,0.287,0.453,11.703
2025-03-08T08:30:00,0.263,0.369,12.603
2025-03-08T09:00:00,0.27,0.48,11.703
2025-03-08T09:30:00,0.243,0.379,12.603
2025-03-08T10:00:00,0.281,0.468,12.603
2025-03-08T10:30:00,0.273,0.46,12.603
2025-03-08T11:00:00,0.291,0.441,12.603
2025-03-08T11:30:00,0.241,0.408,12.603
2025-03-08T12:00:00,0.27,0.44,12.603
2025-03-08T12:30:00,0.313,0.439,12.603
2025-03-08T13:00:00,0.247,0.39,12.603
2025-03-08T13:30:00,0.272,0.447,12.603
2025-03-08T14:00:00,0.25,0.4,12.603
2025-03-08T14:30:00,0.281,0.443,12.603
2025-03-08T15:00:00,0.243,0.379,12.603
2025-03-08T15:30:00,0.246,0.357,12.603
2025-03-08T16:00:00,0.241,0.417,11.703
2025-03-08T16:30:00,0.283,0.468,11.703
2025-03-08T17:00:00,0.31,0.56,10.24
2025-03-08T17:30:00,0.35,0.495,16.384
2025-03-08T18:00:00,0.36,0.532,11.703
2025-03-08T18:30:00,0.363,0.576,11.703
2025-03-08T19:00:00,0.393,0.63,16.384
2025-03-08T19:30:00,0.496,1.032,2.276
2025-03-08T20:00:00,0.707,1.321,2.874
2025-03-08T20:30:00,0.549,0.86,2.686
2025-03-08T21:00:00,0.45,0.77,13.653
2025-03-08T21:30:00,0.561,0.906,2.482
2025-03-08T22:00:00,0.592,0.957,2.521
2025-03-08T22:30:00,0.591,0.937,13.653
2025-03-08T23:00:00,0.584,0.909,13.653
2025-03-08T23:30:00,0.588,0.946,13.653
2025-03-09T00:00:00,0.588,0.94,13.653
2025-03-09T00:30:00,0.6,0.845,13.653
2025-03-09T01:00:00,0.614,0.92,13.653
2025-03-09T01:30:00,0.696,1.199,13.653
2025-03-09T02:00:00,0.677,0.956,13.653
2025-03-09T02:30:00,0.605,0.95,13.653
2025-03-09T03:00:00,0.578,1.05,13.653
2025-03-09T03:30:00,0.515,0.779,14.895
2025-03-09T04:00:00,0.585,0.844,14.895
2025-03-09T04:30:00,0.605,1.063,14.895
2025-03-09T05:00:00,0.601,1.02,14.895
2025-03-09T05:30:00,0.569,1.104,14.895
2025-03-09T06:00:00,0.509,0.856,14.895
2025-03-09T06:30:00,0.485,0.854,14.895
2025-03-09T07:00:00,0.482,0.779,13.653
2025-03-09T07:30:00,0.464,0.685,14.895
2025-03-09T08:00:00,0.475,0.692,14.895
2025-03-09T08:30:00,0.432,0.649,14.895
2025-03-09T09:00:00,0.501,0.818,13.653
2025-03-09T09:30:00,0.478,0.774,13.653
2025-03-09T10:00:00,0.492,0.768,12.603
2025-03-09T10:30:00,0.52,0.706,13.653
2025-03-09T11:00:00,0.53,0.79,13.653
2025-03-09T11:30:00,0.56,0.973,13.653
2025-03-09T12:00:00,0.552,1.106,13.653
2025-03-09T12:30:00,0.553,0.979,13.653
2025-03-09T13:00:00,0.569,0.991,13.653
2025-03-09T13:30:00,0.537,0.932,13.653
2025-03-09T14:00:00,0.496,0.721,13.653
2025-03-09T14:30:00,0.487,0.685,13.653
2025-03-09T15:00:00,0.457,0.678,13.653
2025-03-09T15:30:00,0.45,0.72,13.653
2025-03-09T16:00:00,0.414,0.583,13.653
2025-03-09T16:30:00,0.424,0.695,13.653
2025-03-09T17:00:00,0.415,0.759,11.703
2025-03-09T17:30:00,0.351,0.525,11.703
2025-03-09T18:00:00,0.339,0.539,13.653
2025-03-09T18:30:00,0.371,0.537,11.703
2025-03-09T19:00:00,0.352,0.525,13.653
2025-03-09T19:30:00,0.368,0.58,13.653
2025-03-09T20:00:00,0.353,0.492,12.603
2025-03-09T20:30:00,0.368,0.552,12.603
2025-03-09T21:00:00,0.362,0.563,12.603
2025-03-09T21:30:00,0.371,0.553,12.603
2025-03-09T22:00:00,0.35,0.517,12.603
2025-03-09T22:30:00,0.349,0.595,12.603
2025-03-09T23:00:00,0.344,0.551,12.603
2025-03-09T23:30:00,0.352,0.603,13.653
2025-03-10T00:00:00,0.343,0.518,13.653
2025-03-10T00:30:00,0.354,0.618,13.653
2025-03-10T01:00:00,0.346,0.565,12.603
2025-03-10T01:30:00,0.354,0.582,12.603
2025-03-10T02:00:00,0.348,0.639,11.703
2025-03-10T02:30:00,0.347,0.596,12.603
2025-03-10T03:00:00,0.306,0.51,12.603
2025-03-10T03:30:00,0.314,0.519,12.603
2025-03-10T04:00:00,0.315,0.526,11.703
2025-03-10T04:30:00,0.294,0.437,11.703
2025-03-10T05:00:00,0.319,0.597,11.703
2025-03-10T05:30:00,0.289,0.62,11.703
2025-03-10T06:00:00,0.272,0.391,11.703
2025-03-10T06:30:00,0.281,0.439,11.703
2025-03-10T07:00:00,0.263,0.422,12.603
2025-03-10T07:30:00,0.245,0.416,11.703
2025-03-10T08:00:00,0.237,0.373,11.703
2025-03-10T08:30:00,0.246,0.396,11.703
2025-03-10T09:00:00,0.263,0.435,11.703
2025-03-10T09:30:00,0.247,0.393,12.603
2025-03-10T10:00:00,0.239,0.415,11.703
2025-03-10T10:30:00,0.254,0.412,12.603
2025-03-10T11:00:00,0.265,0.42,11.703
2025-03-10T11:30:00,0.293,0.552,12.603
2025-03-10T12:00:00,0.281,0.503,11.703
2025-03-10T12:30:00,0.281,0.431,11.703
2025-03-10T13:00:00,0.296,0.524,11.703
2025-03-10T13:30:00,0.264,0.604,11.703
2025-03-10T14:00:00,0.251,0.372,10.923
2025-03-10T14:30:00,0.238,0.383,11.703
2025-03-10T15:00:00,0.242,0.351,11.703
2025-03-10T15:30:00,0.252,0.353,12.603
2025-03-10T16:00:00,0.237,0.419,11.703
2025-03-10T16:30:00,0.227,0.369,11.703
2025-03-10T17:00:00,0.235,0.361,11.703
2025-03-10T17:30:00,0.257,0.426,11.703
2025-03-10T18:00:00,0.228,0.335,11.703
2025-03-10T18:30:00,0.24,0.356,11.703
2025-03-10T19:00:00,0.228,0.36,11.703
2025-03-10T19:30:00,0.2,0.32,11.703
2025-03-10T20:00:00,0.213,0.3,11.703
2025-03-10T20:30:00,0.212,0.359,11.703
2025-03-10T21:00:00,0.247,0.366,11.703
2025-03-10T21:30:00,0.222,0.32,11.703
2025-03-10T22:00:00,0.216,0.319,11.703
2025-03-10T22:30:00,0.224,0.352,11.703
2025-03-10T23:00:00,0.226,0.355,11.703
2025-03-10T23:30:00,0.238,0.377,10.923
2025-03-11T00:00:00,0.229,0.365,10.923
2025-03-11T00:30:00,0.242,0.435,10.923
2025-03-11T01:00:00,0.261,0.398,10.24
2025-03-11T01:30:00,0.25,0.392,10.923
2025-03-11T02:00:00,0.24,0.418,10.923
2025-03-11T02:30:00,0.247,0.4,10.923
2025-03-11T03:00:00,0.235,0.369,11.703
2025-03-11T03:30:00,0.233,0.471,12.603
2025-03-11T04:00:00,0.223,0.399,10.923
2025-03-11T04:30:00,0.223,0.397,10.24
2025-03-11T05:00:00,0.227,0.358,10.24
2025-03-11T05:30:00,0.217,0.376,10.24
2025-03-11T06:00:00,0.207,0.375,10.24
2025-03-11T06:30:00,0.214,0.477,10.24
2025-03-11T07:00:00,0.213,0.462,10.24
2025-03-11T07:30:00,0.209,0.345,10.923
2025-03-11T08:00:00,0.191,0.314,10.24
2025-03-11T08:30:00,0.21,0.35,10.24
2025-03-11T09:00:00,0.203,0.318,10.24
2025-03-11T09:30:00,0.199,0.359,9.638
2025-03-11T10:00:00,0.214,0.332,10.24
2025-03-11T10:30:00,0.203,0.372,9.638
2025-03-11T11:00:00,0.216,0.316,9.638
2025-03-11T11:30:00,0.231,0.355,10.24
2025-03-11T12:00:00,0.244,0.344,11.703
2025-03-11T12:30:00,0.243,0.353,11.703
2025-03-11T13:00:00,0.255,0.361,11.703
2025-03-11T13:30:00,0.266,0.397,12.603
2025-03-11T14:00:00,0.266,0.471,12.603
2025-03-11T14:30:00,0.282,0.456,12.603
2025-03-11T15:00:00,0.28,0.43,12.603
2025-03-11T15:30:00,0.278,0.427,12.603
2025-03-11T16:00:00,0.297,0.406,12.603
2025-03-11T16:30:00,0.271,0.506,12.603
2025-03-11T17:00:00,0.273,0.495,12.603
2025-03-11T17:30:00,0.265,0.365,12.603
2025-03-11T18:00:00,0.267,0.455,12.603
2025-03-11T18:30:00,0.256,0.354,11.703
2025-03-11T19:00:00,0.261,0.394,11.703
2025-03-11T19:30:00,0.252,0.371,10.923
2025-03-11T20:00:00,0.248,0.363,11.703
2025-03-11T20:30:00,0.245,0.402,11.703
2025-03-11T21:00:00,0.257,0.397,10.923
2025-03-11T21:30:00,0.257,0.478,10.24
2025-03-11T22:00:00,0.271,0.421,10.24
2025-03-11T22:30:00,0.268,0.474,13.653
2025-03-11T23:00:00,0.278,0.436,16.384
2025-03-11T23:30:00,0.278,0.481,13.653
2025-03-12T00:00:00,0.285,0.506,13.653
2025-03-12T00:30:00,0.303,0.444,10.24
2025-03-12T01:00:00,0.312,0.458,13.653
2025-03-12T01:30:00,0.314,0.534,12.603
2025-03-12T02:00:00,0.314,0.471,12.603
2025-03-12T02:30:00,0.292,0.505,10.24
2025-03-12T03:00:00,0.283,0.45,12.603
2025-03-12T03:30:00,0.295,0.536,10.24
2025-03-12T04:00:00,0.308,0.437,13.653
2025-03-12T04:30:00,0.28,0.391,11.703
2025-03-12T05:00:00,0.283,0.433,16.384
2025-03-12T05:30:00,0.297,0.483,16.384
2025-03-12T06:00:00,0.263,0.426,16.384
2025-03-12T06:30:00,0.272,0.419,16.384
2025-03-12T07:00:00,0.271,0.407,11.703
2025-03-12T07:30:00,0.269,0.449,14.895
2025-03-12T08:00:00,0.273,0.447,14.895
2025-03-12T08:30:00,0.26,0.402,14.895
2025-03-12T09:00:00,0.261,0.417,14.895
2025-03-12T09:30:00,0.265,0.396,14.895
2025-03-12T10:00:00,0.236,0.336,14.895
2025-03-12T10:30:00,0.231,0.376,16.384
2025-03-12T11:00:00,0.253,0.407,14.895
2025-03-12T11:30:00,0.255,0.444,14.895
2025-03-12T12:00:00,0.247,0.431,14.895
2025-03-12T12:30:00,0.258,0.405,13.653
2025-03-12T13:00:00,0.276,0.514,13.653
2025-03-12T13:30:00,0.25,0.426,10.24
2025-03-12T14:00:00,0.271,0.465,10.923
2025-03-12T14:30:00,0.248,0.369,13.653
2025-03-12T15:00:00,0.263,0.418,10.923
2025-03-12T15:30:00,0.253,0.405,12.603
2025-03-12T16:00:00,0.251,0.365,12.603
2025-03-12T16:30:00,0.259,0.408,12.603
2025-03-12T17:00:00,0.248,0.366,12.603
2025-03-12T17:30:00,0.234,0.346,14.895
2025-03-12T18:00:00,0.206,0.32,11.703
2025-03-12T18:30:00,0.208,0.347,12.603
2025-03-12T19:00:00,0.201,0.29,11.703
2025-03-12T19:30:00,0.187,0.309,14.895
2025-03-12T20:00:00,0.205,0.311,14.895
2025-03-12T20:30:00,0.202,0.395,14.895
2025-03-12T21:00:00,0.211,0.343,13.653
2025-03-12T21:30:00,0.198,0.3,14.895
2025-03-12T22:00:00,0.192,0.341,13.653
2025-03-12T22:30:00,0.196,0.346,14.895
2025-03-12T23:00:00,0.203,0.341,14.895
2025-03-12T23:30:00,0.211,0.327,14.895
2025-03-13T00:00:00,0.209,0.398,13.653
2025-03-13T00:30:00,0.217,0.308,13.653
2025-03-13T01:00:00,0.213,0.3,13.653
2025-03-13T01:30:00,0.211,0.425,13.653
2025-03-13T02:00:00,0.209,0.323,13.653
2025-03-13T02:30:00,0.205,0.329,10.24
2025-03-13T03:00:00,0.201,0.319,9.638
2025-03-13T03:30:00,0.209,0.326,10.923
2025-03-13T04:00:00,0.201,0.324,13.653
2025-03-13T04:30:00,0.195,0.272,13.653
2025-03-13T05:00:00,0.198,0.335,13.653
2025-03-13T05:30:00,0.186,0.279,7.123
2025-03-13T06:00:00,0.185,0.295,14.895
2025-03-13T06:30:00,0.175,0.293,14.895
2025-03-13T07:00:00,0.16,0.268,7.802
2025-03-13T07:30:00,0.162,0.246,13.653
2025-03-13T08:00:00,0.163,0.291,9.102
2025-03-13T08:30:00,0.167,0.319,14.895
2025-03-13T09:00:00,0.178,0.359,16.384
2025-03-13T09:30:00,0.179,0.295,9.102
2025-03-13T10:00:00,0.179,0.284,7.802
2025-03-13T10:30:00,0.173,0.257,14.895
2025-03-13T11:00:00,0.195,0.322,14.895
2025-03-13T11:30:00,0.195,0.333,14.895
2025-03-13T12:00:00,0.199,0.382,16.384
2025-03-13T12:30:00,0.198,0.322,7.447
2025-03-13T13:00:00,0.207,0.4,12.603
2025-03-13T13:30:00,0.223,0.396,13.653
2025-03-13T14:00:00,0.217,0.465,16.384
2025-03-13T14:30:00,0.244,0.398,12.603
2025-03-13T15:00:00,0.215,0.38,12.603
2025-03-13T15:30:00,0.216,0.42,12.603
2025-03-13T16:00:00,0.246,0.469,18.204
2025-03-13T16:30:00,0.243,0.375,12.603
2025-03-13T17:00:00,0.219,0.377,13.653
2025-03-13T17:30:00,0.224,0.385,13.653
2025-03-13T18:00:00,0.236,0.399,13.653
2025-03-13T18:30:00,0.227,0.396,7.802
2025-03-13T19:00:00,0.221,0.335,7.123
2025-03-13T19:30:00,0.214,0.387,13.653
2025-03-13T20:00:00,0.216,0.364,16.384
2025-03-13T20:30:00,0.216,0.349,7.802
2025-03-13T21:00:00,0.234,0.343,13.653
2025-03-13T21:30:00,0.206,0.322,12.603
2025-03-13T22:00:00,0.207,0.347,7.447
2025-03-13T22:30:00,0.199,0.333,12.603
2025-03-13T23:00:00,0.204,0.295,8.623
2025-03-13T23:30:00,0.219,0.371,12.603
2025-03-14T00:00:00,0.228,0.389,8.192
2025-03-14T00:30:00,0.218,0.371,7.447
2025-03-14T01:00:00,0.233,0.367,8.192
2025-03-14T01:30:00,0.232,0.402,12.603
2025-03-14T02:00:00,0.214,0.331,8.192
2025-03-14T02:30:00,0.235,0.35,8.192
2025-03-14T03:00:00,0.237,0.346,7.802
2025-03-14T03:30:00,0.231,0.351,7.802
2025-03-14T04:00:00,0.231,0.363,7.802
2025-03-14T04:30:00,0.229,0.347,12.603
2025-03-14T05:00:00,0.233,0.369,12.603
2025-03-14T05:30:00,0.222,0.375,12.603
2025-03-14T06:00:00,0.227,0.428,12.603
2025-03-14T06:30:00,0.204,0.292,7.447
2025-03-14T07:00:00,0.206,0.36,12.603
2025-03-14T07:30:00,0.193,0.279,12.603
2025-03-14T08:00:00,0.188,0.285,12.603
2025-03-14T08:30:00,0.185,0.253,12.603
2025-03-14T09:00:00,0.182,0.283,11.703
2025-03-14T09:30:00,0.18,0.262,10.923
2025-03-14T10:00:00,0.183,0.295,7.447
2025-03-14T10:30:00,0.192,0.265,7.447
2025-03-14T11:00:00,0.177,0.254,7.447
2025-03-14T11:30:00,0.195,0.294,8.623
2025-03-14T12:00:00,0.2,0.324,11.703
2025-03-14T12:30:00,0.197,0.291,7.447
2025-03-14T13:00:00,0.211,0.303,7.447
2025-03-14T13:30:00,0.206,0.289,8.192
2025-03-14T14:00:00,0.212,0.318,9.102
2025-03-14T14:30:00,0.207,0.3,8.192
2025-03-14T15:00:00,0.206,0.392,12.603
2025-03-14T15:30:00,0.225,0.345,12.603
2025-03-14T16:00:00,0.207,0.313,12.603
2025-03-14T16:30:00,0.19,0.282,12.603
2025-03-14T17:00:00,0.19,0.302,12.603
2025-03-14T17:30:00,0.196,0.296,12.603
2025-03-14T18:00:00,0.184,0.308,12.603
2025-03-14T18:30:00,0.192,0.297,12.603
2025-03-14T19:00:00,0.217,0.341,12.603
2025-03-14T19:30:00,0.179,0.307,12.603
2025-03-14T20:00:00,0.181,0.291,12.603
2025-03-14T20:30:00,0.178,0.297,12.603
2025-03-14T21:00:00,0.189,0.29,12.603
2025-03-14T21:30:00,0.171,0.257,12.603
2025-03-14T22:00:00,0.181,0.293,11.703
2025-03-14T22:30:00,0.189,0.29,10.24
2025-03-14T23:00:00,0.181,0.276,10.24
2025-03-14T23:30:00,0.182,0.301,8.623
2025-03-15T00:00:00,0.179,0.244,10.24
2025-03-15T00:30:00,0.191,0.306,7.447
2025-03-15T01:00:00,0.193,0.306,10.24
2025-03-15T01:30:00,0.205,0.394,13.653
2025-03-15T02:00:00,0.204,0.335,13.653
2025-03-15T02:30:00,0.207,0.327,6.302
2025-03-15T03:00:00,0.212,0.314,6.302
2025-03-15T03:30:00,0.218,0.364,7.123
2025-03-15T04:00:00,0.21,0.373,11.703
2025-03-15T04:30:00,0.202,0.308,11.703
2025-03-15T05:00:00,0.199,0.291,11.703
2025-03-15T05:30:00,0.182,0.271,11.703
2025-03-15T06:00:00,0.184,0.266,11.703
2025-03-15T06:30:00,0.185,0.345,11.703
2025-03-15T07:00:00,0.18,0.336,11.703
2025-03-15T07:30:00,0.173,0.267,11.703
2025-03-15T08:00:00,0.151,0.311,11.703
2025-03-15T08:30:00,0.15,0.218,11.703
2025-03-15T09:00:00,0.148,0.244,10.24
2025-03-15T09:30:00,0.14,0.227,10.24
2025-03-15T10:00:00,0.138,0.2,10.24
2025-03-15T10:30:00,0.143,0.227,11.703
2025-03-15T11:00:00,0.142,0.206,11.703
2025-03-15T11:30:00,0.142,0.22,11.703
2025-03-15T12:00:00,0.141,0.213,12.603
2025-03-15T12:30:00,0.142,0.242,12.603
2025-03-15T13:00:00,0.144,0.206,11.703
2025-03-15T13:30:00,0.143,0.213,11.703
2025-03-15T14:00:00,0.137,0.267,12.603
2025-03-15T14:30:00,0.15,0.301,12.603
2025-03-15T15:00:00,0.148,0.257,12.603
2025-03-15T15:30:00,0.152,0.331,12.603
2025-03-15T16:00:00,0.153,0.288,12.603
2025-03-15T16:30:00,0.166,0.297,12.603
2025-03-15T17:00:00,0.168,0.311,12.603
2025-03-15T17:30:00,0.163,0.351,12.603
2025-03-15T18:00:00,0.169,0.286,12.603
2025-03-15T18:30:00,0.169,0.3,11.703
2025-03-15T19:00:00,0.162,0.274,11.703
2025-03-15T19:30:00,0.169,0.34,11.703
2025-03-15T20:00:00,0.166,0.269,11.703
2025-03-15T20:30:00,0.171,0.262,12.603
2025-03-15T21:00:00,0.162,0.294,11.703
2025-03-15T21:30:00,0.158,0.227,11.703
2025-03-15T22:00:00,0.155,0.279,9.102
2025-03-15T22:30:00,0.146,0.232,11.703
2025-03-15T23:00:00,0.161,0.274,9.102
2025-03-15T23:30:00,0.169,0.249,9.102
2025-03-16T00:00:00,0.175,0.278,9.102
2025-03-16T00:30:00,0.189,0.299,9.102
2025-03-16T01:00:00,0.198,0.33,8.623
2025-03-16T01:30:00,0.213,0.323,9.102
2025-03-16T02:00:00,0.232,0.342,9.102
2025-03-16T02:30:00,0.222,0.361,8.623
2025-03-16T03:00:00,0.236,0.393,9.102
2025-03-16T03:30:00,0.253,0.416,11.703
2025-03-16T04:00:00,0.253,0.483,10.923
2025-03-16T04:30:00,0.252,0.407,11.703
2025-03-16T05:00:00,0.248,0.367,11.703
2025-03-16T05:30:00,0.249,0.415,10.923
2025-03-16T06:00:00,0.245,0.366,8.192
2025-03-16T06:30:00,0.227,0.315,9.102
2025-03-16T07:00:00,0.219,0.334,9.102
2025-03-16T07:30:00,0.219,0.306,9.102
2025-03-16T08:00:00,0.191,0.289,9.102
2025-03-16T08:30:00,0.184,0.314,8.623
2025-03-16T09:00:00,0.166,0.296,8.623
2025-03-16T09:30:00,0.178,0.267,8.623
2025-03-16T10:00:00,0.163,0.281,9.102
2025-03-16T10:30:00,0.157,0.249,16.384
2025-03-16T11:00:00,0.156,0.294,9.102
2025-03-16T11:30:00,0.151,0.234,8.623
2025-03-16T12:00:00,0.156,0.28,9.102
2025-03-16T12:30:00,0.147,0.247,9.102
2025-03-16T13:00:00,0.148,0.224,8.192
2025-03-16T13:30:00,0.163,0.29,8.192
2025-03-16T14:00:00,0.181,0.29,8.623
2025-03-16T14:30:00,0.179,0.32,16.384
2025-03-16T15:00:00,0.182,0.357,16.384
2025-03-16T15:30:00,0.178,0.306,7.802
2025-03-16T16:00:00,0.179,0.315,16.384
2025-03-16T16:30:00,0.186,0.3,14.895
2025-03-16T17:00:00,0.201,0.345,18.204
2025-03-16T17:30:00,0.181,0.313,8.623
2025-03-16T18:00:00,0.184,0.309,7.802
2025-03-16T18:30:00,0.201,0.322,16.384
2025-03-16T19:00:00,0.193,0.318,18.204
2025-03-16T19:30:00,0.193,0.273,8.192
2025-03-16T20:00:00,0.162,0.316,8.623
2025-03-16T20:30:00,0.153,0.257,16.384
2025-03-16T21:00:00,0.165,0.218,18.204
2025-03-16T21:30:00,0.162,0.235,7.802
2025-03-16T22:00:00,0.166,0.254,9.102
2025-03-16T22:30:00,0.186,0.26,18.204
2025-03-16T23:00:00,0.169,0.246,7.447
2025-03-16T23:30:00,0.161,0.242,7.802
2025-03-17T00:00:00,0.142,0.226,7.447
2025-03-17T00:30:00,0.134,0.211,8.623
2025-03-17T01:00:00,0.136,0.204,7.447
2025-03-17T01:30:00,0.137,0.223,16.384
2025-03-17T02:00:00,0.139,0.205,7.447
2025-03-17T02:30:00,0.15,0.241,8.623
2025-03-17T03:00:00,0.146,0.226,7.802
2025-03-17T03:30:00,0.143,0.204,7.447
2025-03-17T04:00:00,0.142,0.216,7.123
2025-03-17T04:30:00,0.134,0.195,7.123
2025-03-17T05:00:00,0.136,0.225,7.447
2025-03-17T05:30:00,0.13,0.208,7.447
2025-03-17T06:00:00,0.13,0.186,7.447
2025-03-17T06:30:00,0.13,0.196,6.827
2025-03-17T07:00:00,0.117,0.198,7.123
2025-03-17T07:30:00,0.116,0.188,6.827
2025-03-17T08:00:00,0.115,0.174,7.447
2025-03-17T08:30:00,0.114,0.208,7.123
2025-03-17T09:00:00,0.099,0.147,7.447
2025-03-17T09:30:00,0.102,0.147,7.123
2025-03-17T10:00:00,0.1,0.155,16.384
2025-03-17T10:30:00,0.095,0.166,18.204
2025-03-17T11:00:00,0.101,0.145,18.204
2025-03-17T11:30:00,0.102,0.21,18.204
2025-03-17T12:00:00,0.106,0.15,18.204
2025-03-17T12:30:00,0.101,0.153,6.827
2025-03-17T13:00:00,0.108,0.176,14.895
2025-03-17T13:30:00,0.109,0.172,16.384
2025-03-17T14:00:00,0.122,0.186,16.384
2025-03-17T14:30:00,0.12,0.222,18.204
2025-03-17T15:00:00,0.128,0.259,16.384
2025-03-17T15:30:00,0.162,0.274,16.384
2025-03-17T16:00:00,0.147,0.228,16.384
2025-03-17T16:30:00,0.143,0.237,16.384
2025-03-17T17:00:00,0.146,0.245,16.384
2025-03-17T17:30:00,0.159,0.23,16.384
2025-03-17T18:00:00,0.162,0.263,16.384
2025-03-17T18:30:00,0.162,0.23,16.384
2025-03-17T19:00:00,0.178,0.249,14.895
2025-03-17T19:30:00,0.183,0.262,14.895
2025-03-17T20:00:00,0.205,0.417,14.895
2025-03-17T20:30:00,0.208,0.295,14.895
2025-03-17T21:00:00,0.183,0.3,14.895
2025-03-17T21:30:00,0.19,0.315,14.895
2025-03-17T22:00:00,0.177,0.243,14.895
2025-03-17T22:30:00,0.175,0.238,14.895
2025-03-17T23:00:00,0.168,0.208,14.895
2025-03-17T23:30:00,0.173,0.267,14.895
2025-03-18T00:00:00,0.2,0.298,13.653
2025-03-18T00:30:00,0.221,0.345,13.653
2025-03-18T01:00:00,0.183,0.263,13.653
2025-03-18T01:30:00,0.179,0.284,13.653
2025-03-18T02:00:00,0.2,0.279,13.653
2025-03-18T02:30:00,0.229,0.36,13.653
2025-03-18T03:00:00,0.246,0.353,13.653
2025-03-18T03:30:00,0.227,0.331,13.653
2025-03-18T04:00:00,0.222,0.339,13.653
2025-03-18T04:30:00,0.225,0.372,13.653
2025-03-18T05:00:00,0.221,0.346,13.653
2025-03-18T05:30:00,0.278,0.498,13.653
2025-03-18T06:00:00,0.27,0.473,13.653
2025-03-18T06:30:00,0.245,0.358,13.653
